Gene,OG_number,OG_species,Tissue,OG_size,Bias,OG_contents
SPOCK3,N0.HOG0013280,5,Thyroid,0,1
PLA1A,N0.HOG0008613,5,Skin,0,-1
RSPO3,N0.HOG0015990,5,Lung,0,1
SLIT2,N0.HOG0012871,5,Thyroid,0,1
PRPF39,N0.HOG0009733,5,Pituitary,0,-1
ZCCHC11,N0.HOG0015116,5,Pituitary,0,-1
SLIRP,N0.HOG0009892,5,Adipose,0,-1
PLIN3,N0.HOG0008879,5,Heart,0,-1
C2CD3,N0.HOG0010270,5,Pituitary,0,-1
TCF3,N0.HOG0015471,5,Adrenal,0,1
EMILIN3,N0.HOG0013115,5,Pituitary,0,1
ORMDL3,N0.HOG0003446,5,Adrenal,1,1, ENSCAFG00000009388
CREBRF,N0.HOG0014685,5,Spleen,0,-1
HSDL2,N0.HOG0003441,5,Muscle,2,1,ENSCAFG00000002101, ENSCAFG00000003028
FSCN1,N0.HOG0010895,5,Brain,0,1
ADTRP,N0.HOG0015940,5,Skin,0,1
MAZ,N0.HOG0007439,5,Spleen,0,1
OS9,N0.HOG0006220,5,Adrenal,0,1
LEF1,N0.HOG0014112,5,Pituitary,0,1
CXorf21,N0.HOG0018211,4,Skin,0,-1
NAPA,N0.HOG0012918,5,Spleen,0,1
PSRC1,N0.HOG0011410,5,Spleen,0,1
MPPED1,N0.HOG0017251,4,Brain,0,1
UGP2,N0.HOG0006794,5,Liver,0,1
LMNB2,N0.HOG0016123,5,Adipose,0,-1
XPA,N0.HOG0010272,5,Muscle,0,1
ATOH8,N0.HOG0017889,4,Colon,0,-1
SCN1B,N0.HOG0011688,5,Spleen,0,1
GEMIN5,N0.HOG0008881,5,Adipose,0,-1
LPXN,N0.HOG0014636,5,Adipose,0,1
ADAM8,N0.HOG0014563,5,Thyroid,0,-1
EIF3M,N0.HOG0015288,5,Adipose,0,-1
MED11,N0.HOG0009012,5,Heart,0,1
CX3CL1,N0.HOG0011730,5,Pituitary,0,1
AGPAT2,N0.HOG0007188,5,Pituitary,0,1
NDUFB9,N0.HOG0003451,5,Adipose,2,-1,ENSMFAG00000027851, ENSMFAG00000003181
SLC25A32,N0.HOG0003035,5,Adipose,2,-1, ENSG00000285982, ENSMUSG00000107007
MROH1,N0.HOG0006783,5,Thyroid,0,-1
CCL17,N0.HOG0011771,5,Lung,0,-1
SP9,N0.HOG0009052,5,Brain,0,1
PRELID1,N0.HOG0002799,5,Muscle,3,-1,ENSMFAG00000046007, ENSMFAG00000032717, ENSMFAG00000003703
MAPK4,N0.HOG0010298,5,Pituitary,0,1
RHBDL3,N0.HOG0009530,5,Adipose,0,1
CDH18,N0.HOG0013533,5,Adrenal,0,-1
KCNAB2,N0.HOG0001859,5,Pituitary,0,1
ESRP2,N0.HOG0006360,5,Lung,0,-1
MRPL22,N0.HOG0003866,5,Adipose,2,-1,ENSCAFG00000047992, ENSCAFG00000017605
MRPL28,N0.HOG0008651,5,Spleen,0,1
TCN2,N0.HOG0007261,5,Colon,0,-1
TASP1,N0.HOG0013537,5,Liver,0,1
PLEKHG1,N0.HOG0010591,5,Thyroid,0,1
FAM69B,N0.HOG0007232,5,Thyroid,0,1
PES1,N0.HOG0007272,5,Adipose,0,-1
TBCEL,N0.HOG0004435,5,Adipose,1,1, ENSG00000285509
PTPRF,N0.HOG0000767,5,Pituitary,0,1
CHADL,N0.HOG0008469,5,Pituitary,1,1,ENSCAFG00000001104
MAP4K1,N0.HOG0004125,5,Thyroid,2,-1,ENSG00000282928, ENSG00000104814
PGGT1B,N0.HOG0018057,4,Adipose,0,-1
PI4KA,N0.HOG0014317,5,Adipose,0,1
IKZF3,N0.HOG0006095,5,Thyroid,0,-1
FAR2,N0.HOG0005403,5,Pituitary,1,1, ENSMFAG00000040129
TRMT1L,N0.HOG0005585,5,Pituitary,0,-1
STAP2,N0.HOG0007689,5,Adrenal,0,1
HELZ2,N0.HOG0008902,5,Adrenal,0,1
ERGIC2,N0.HOG0016553,5,Heart,0,-1
WFDC2,N0.HOG0015359,5,Pituitary,0,1
MN1,N0.HOG0011876,5,Pituitary,0,1
CD163,N0.HOG0005000,5,Muscle,1,-1, ENSCAFG00000014011
SLC4A7,N0.HOG0000926,5,Spleen,0,-1
MIDN,N0.HOG0015099,5,Adipose,0,-1
EDN1,N0.HOG0015886,5,Skin,0,-1
LRRC45,N0.HOG0009513,5,Adrenal,0,1
LARS,N0.HOG0007549,5,Pituitary,0,-1
SLC26A11,N0.HOG0011092,5,Adipose,0,1
ADORA1,N0.HOG0012664,5,Pituitary,0,1
C1QBP,N0.HOG0004350,5,Adipose,2,-1,ENSMFAG00000031918, ENSMFAG00000038245
PCDH12,N0.HOG0009121,5,Adipose,0,1
IER5L,N0.HOG0012138,5,Pituitary,0,1
TMEM88,N0.HOG0012280,5,Colon,0,-1
DIAPH1,N0.HOG0011153,5,Adipose,0,1
CD276,N0.HOG0014443,5,Liver,0,1
RAB11FIP2,N0.HOG0011439,5,Pituitary,0,-1
LIN7B,N0.HOG0017851,4,Adipose,0,1
CD69,N0.HOG0016164,5,Colon,0,1
PPP1R26,N0.HOG0005933,5,Thyroid,0,1
ABHD15,N0.HOG0012227,5,Pituitary,0,1
USP31,N0.HOG0006462,5,Lung,0,1
DSP,N0.HOG0010084,5,Pituitary,0,1
PPP1R12C,N0.HOG0015405,5,Skin,0,-1
GABRE,N0.HOG0012903,5,Colon,0,-1
ARTN,N0.HOG0016435,5,Pituitary,0,1
C1QB,N0.HOG0014713,5,Muscle,0,-1
ZBTB16,N0.HOG0013682,5,Spleen,0,-1
IKZF2,N0.HOG0012310,5,Spleen,0,-1
NR6A1,N0.HOG0009301,5,Thyroid,0,-1
SIX5,N0.HOG0017844,4,Adrenal,0,1
PNCK,N0.HOG0010787,5,Skin,0,-1
BRIX1,N0.HOG0014950,5,Adipose,0,-1
TNNT2,N0.HOG0007833,5,Pituitary,0,1
FAM169A,N0.HOG0014149,5,Adrenal,0,-1
EVL,N0.HOG0013697,5,Adipose,0,1
TSKU,N0.HOG0012847,5,Liver,0,-1
ACLY,N0.HOG0006511,5,Adipose,0,-1
PELI2,N0.HOG0001662,5,Adipose,0,1
DUSP3,N0.HOG0010381,5,Spleen,0,1
GAMT,N0.HOG0017796,4,Pituitary,0,1
TAGLN,N0.HOG0003477,5,Adipose,2,-1,ENSMFAG00000003793, ENSMFAG00000036871
GNG8,N0.HOG0010672,5,Pituitary,0,1
RNF157,N0.HOG0013889,5,Skin,0,-1
ZNF185,N0.HOG0012284,5,Adrenal,0,-1
POU2AF1,N0.HOG0006666,5,Colon,0,1
IGF2,N0.HOG0013349,5,Pituitary,0,1
CLEC3B,N0.HOG0009814,5,Pituitary,0,1
NR2F6,N0.HOG0008304,5,Spleen,0,1
KCNN4,N0.HOG0011412,5,Thyroid,0,-1
PRMT3,N0.HOG0012748,5,Pituitary,0,-1
IRS1,N0.HOG0017917,4,Pituitary,0,-1
RAB3IP,N0.HOG0007787,5,Muscle,0,-1
OTUB2,N0.HOG0003960,5,Liver,2,-1,ENSG00000277276, ENSG00000089723
ST7,N0.HOG0012580,5,Pituitary,0,-1
ADD3,N0.HOG0014848,5,Spleen,0,-1
PCYT2,N0.HOG0009071,5,Liver,0,-1
RPS6KA5,N0.HOG0011705,5,Adipose,0,1
CEP164,N0.HOG0006779,5,Pituitary,0,-1
RTN4RL2,N0.HOG0013676,5,Thyroid,0,1
SESN3,N0.HOG0009859,5,Thyroid,0,1
QKI,N0.HOG0004101,2,Muscle,1,1,ENSMFAG00000044069
FHOD1,N0.HOG0012642,5,Muscle,0,1
ANO8,N0.HOG0008605,5,Liver,0,-1
COQ4,N0.HOG0009510,5,Skin,0,1
FCHSD1,N0.HOG0009407,5,Adrenal,0,1
PCSK7,N0.HOG0006350,5,Brain,0,1
SYNE3,N0.HOG0007645,5,Pituitary,0,1
LRRC41,N0.HOG0015703,5,Adipose,0,-1
TTLL5,N0.HOG0013337,5,Heart,0,-1
ZNF462,N0.HOG0008743,5,Skin,0,1
THBS4,N0.HOG0015369,5,Adrenal,0,1
NFKBIA,N0.HOG0013151,5,Muscle,0,-1
NELL1,N0.HOG0012649,5,Pituitary,0,1
TSPAN33,N0.HOG0010958,5,Pituitary,0,1
ATP6V1B2,N0.HOG0001764,5,Adrenal,0,-1
LASP1,N0.HOG0012988,5,Spleen,0,1
CD22,N0.HOG0013942,5,Adipose,0,1
SYT11,N0.HOG0006954,5,Skin,0,-1
GNAI1,N0.HOG0000892,5,Liver,0,1
LYRM7,N0.HOG0002700,5,Spleen,3,-1,ENSCAFG00000045021, ENSCAFG00000047368, ENSCAFG00000000736
HSD3B7,N0.HOG0008732,5,Spleen,0,1
HSPBAP1,N0.HOG0008642,5,Adipose,0,1
GAR1,N0.HOG0004571,5,Adipose,1,-1, ENSMFAG00000003572
CEBPA,N0.HOG0012369,5,Spleen,0,1
FGD5,N0.HOG0016471,5,Pituitary,0,1
CCT2,N0.HOG0002085,5,Adipose,4,-1, ENSCAFG00000044761, ENSCAFG00000014077, ENSCAFG00000044395, ENSCAFG00000044137
RBFOX3,N0.HOG0010022,5,Spleen,0,1
ENGASE,N0.HOG0009909,5,Adipose,0,1
NTMT1,N0.HOG0012202,5,Adipose,0,-1
ANKRD9,N0.HOG0012819,5,Pituitary,0,1
TFPT,N0.HOG0001071,5,Spleen,10,1,ENSG00000275086, ENSG00000274073, ENSG00000276323, ENSG00000273833, ENSG00000276296, ENSG00000276263, ENSG00000276504, ENSG00000276022, ENSG00000105619, ENSG00000278161
FAM114A2,N0.HOG0004468,5,Pituitary,2,-1,ENSCAFG00000046802, ENSCAFG00000017653
STOML1,N0.HOG0014222,5,Lung,0,-1
CYGB,N0.HOG0006357,5,Pituitary,0,1
RALGPS1,N0.HOG0010948,5,Heart,0,1
TMEM126A,N0.HOG0007852,5,Adipose,0,-1
ACVRL1,N0.HOG0009795,5,Spleen,0,1
EIF2B1,N0.HOG0008487,5,Pituitary,0,-1
OAZ3,N0.HOG0013835,5,Skin,0,1
ATP2A2,N0.HOG0001035,5,Adrenal,0,-1
CEP295,N0.HOG0008383,5,Pituitary,0,-1
NUP62,N0.HOG0017854,4,Adipose,0,-1
KIF2C,N0.HOG0014233,5,Skin,0,1
MED25,N0.HOG0013548,5,Adrenal,0,1
SNCAIP,N0.HOG0007986,5,Adipose,0,1
FER,N0.HOG0012853,5,Adrenal,0,-1
SMG6,N0.HOG0006504,5,Adrenal,0,1
JMJD4,N0.HOG0011403,5,Thyroid,0,1
PPP6C,N0.HOG0019182,2,Adipose,0,-1
MPDZ,N0.HOG0008759,5,Muscle,0,1
VPS45,N0.HOG0004601,5,Pituitary,1,-1, ENSCAFG00000047169
HMBS,N0.HOG0008991,5,Adipose,0,-1
BCL2L1,N0.HOG0015973,5,Spleen,0,1
TRAK1,N0.HOG0011495,5,Muscle,0,1
MKS1,N0.HOG0005878,5,Adrenal,0,1
RYR1,N0.HOG0000919,5,Muscle,0,1
GRAMD1A,N0.HOG0011455,5,Adrenal,0,1
MAGI1,N0.HOG0004735,5,Adipose,2,1,ENSG00000282956, ENSG00000151276
ATAD2B,N0.HOG0016565,5,Pituitary,0,-1
KIAA1191,N0.HOG0005132,5,Thyroid,1,1, ENSMFAG00000002643
BBS2,N0.HOG0009959,5,Colon,0,-1
TBXAS1,N0.HOG0012922,5,Pituitary,0,1
PAIP1,N0.HOG0010239,5,Muscle,4,1,ENSG00000172244,ENSMFAG00000044319,ENSMUSG00000062822,ENSRNOG00000017581
CDKN2AIPNL,N0.HOG0005602,5,Muscle,0,1
SMPDL3A,N0.HOG0013853,5,Pituitary,0,-1
ACACA,N0.HOG0001428,5,Muscle,2,-1,ENSG00000275176, ENSG00000278540
CD40,N0.HOG0014497,5,Pituitary,0,1
SLC7A5,N0.HOG0007715,5,Liver,0,-1
FRMPD4,N0.HOG0007109,5,Pituitary,0,-1
PTPDC1,N0.HOG0010917,5,Colon,0,-1
AACS,N0.HOG0017661,4,Liver,0,-1
LIN37,N0.HOG0014760,5,Lung,0,-1
ALPL,N0.HOG0009613,5,Colon,0,-1
SIRT6,N0.HOG0007484,5,Adrenal,0,1
ERLIN1,N0.HOG0009735,5,Pituitary,0,-1
MAML2,N0.HOG0010665,5,Adipose,0,1
TDP2,N0.HOG0005022,5,Pituitary,1,-1, ENSCAFG00000043057
FAM171B,N0.HOG0015078,5,Brain,0,-1
NLK,N0.HOG0005866,5,Liver,0,1
IL17RE,N0.HOG0012791,5,Adipose,0,1
EIF2B3,N0.HOG0003345,5,Adrenal,1,-1, ENSCAFG00000044852
NUAK1,N0.HOG0009614,5,Muscle,0,-1
KANSL1L,N0.HOG0010643,5,Spleen,0,-1
LPAR1,N0.HOG0002780,5,Pituitary,2,1, ENSMFAG00000032582, ENSMFAG00000002071
ZXDC,N0.HOG0014804,5,Adipose,0,-1
GDF15,N0.HOG0015705,5,Spleen,0,1
GNB4,N0.HOG0000866,5,Adipose,0,1
JAK1,N0.HOG0008275,5,Muscle,0,1
ACSS3,N0.HOG0016199,5,Brain,0,-1
HECTD4,N0.HOG0014165,5,Lung,0,1
ADGRD1,N0.HOG0012535,5,Pituitary,0,1
BCL11B,N0.HOG0013925,5,Thyroid,0,-1
MRI1,N0.HOG0014458,5,Adrenal,0,1
PSMD8,N0.HOG0008924,5,Adipose,4,-1,ENSG00000188766,ENSMFAG00000031637,ENSMUSG00000037239,ENSRNOG00000051915
CCM2L,N0.HOG0015658,5,Colon,0,-1
TOR1A,N0.HOG0012597,5,Muscle,0,-1
SLC2A8,N0.HOG0008971,5,Adrenal,0,1
TMC8,N0.HOG0007731,5,Adipose,0,1
MZB1,N0.HOG0015009,5,Colon,0,1
KCNT1,N0.HOG0001822,5,Pituitary,0,-1
ANGPT4,N0.HOG0013898,5,Skin,0,-1
TAGLN2,N0.HOG0008594,5,Pituitary,0,1
EVPL,N0.HOG0013536,5,Adrenal,0,1
STXBP2,N0.HOG0012167,5,Adrenal,0,1
SCN7A,N0.HOG0010900,5,Skin,0,-1
SPEF2,N0.HOG0015189,5,Spleen,0,-1
GNG4,N0.HOG0011902,5,Brain,0,1
TPCN1,N0.HOG0012368,5,Heart,0,1
ACBD4,N0.HOG0006336,5,Adipose,0,1
SMARCC2,N0.HOG0010842,5,Adipose,0,1
FGFRL1,N0.HOG0012350,5,Skin,0,-1
TM6SF1,N0.HOG0005982,5,Skin,0,-1
EEF2K,N0.HOG0003504,5,Thyroid,2,-1,ENSG00000284161, ENSG00000103319
PNPLA8,N0.HOG0010532,5,Brain,0,-1
RIN3,N0.HOG0009677,5,Pituitary,0,1
STON2,N0.HOG0008478,5,Thyroid,0,1
EMP3,N0.HOG0007571,5,Adrenal,0,1
REM1,N0.HOG0016093,5,Adipose,0,1
NPHP1,N0.HOG0012127,5,Heart,0,-1
EFR3B,N0.HOG0016133,5,Pituitary,0,-1
STUB1,N0.HOG0009633,5,Spleen,0,1
GNB5,N0.HOG0014700,5,Pituitary,0,-1
YTHDC1,N0.HOG0004188,5,Pituitary,2,-1,ENSG00000275272, ENSG00000083896
EZH1,N0.HOG0008216,5,Adipose,0,1
LMOD3,N0.HOG0013585,5,Muscle,0,1
CDC42SE2,N0.HOG0008942,5,Spleen,0,-1
MAPK9,N0.HOG0000934,5,Thyroid,0,1
SLAMF8,N0.HOG0008462,5,Lung,0,-1
HCRTR1,N0.HOG0010741,5,Thyroid,0,-1
TRIB1,N0.HOG0005941,5,Liver,0,1
KCTD20,N0.HOG0005558,5,Colon,0,1
ORMDL1,N0.HOG0018917,3,Pituitary,1,-1,ENSMUSG00000026097
CHN1,N0.HOG0003920,5,Colon,1,-1, ENSCAFG00000044053
FOXO1,N0.HOG0006579,5,Spleen,0,-1
TRIM44,N0.HOG0015652,5,Adipose,0,-1
ATP10A,N0.HOG0011042,5,Pituitary,0,1
ABHD18,N0.HOG0004165,5,Liver,1,1, ENSMUSG00000115963
EPS15L1,N0.HOG0006870,5,Muscle,0,-1
SQSTM1,N0.HOG0004243,5,Spleen,1,1, ENSG00000284099
NCOA2,N0.HOG0014194,5,Pituitary,0,-1
PPP1R15B,N0.HOG0011136,5,Adipose,0,-1
APBA1,N0.HOG0005090,5,Skin,1,-1, ENSG00000276497
SLC25A39,N0.HOG0011916,5,Spleen,0,1
NPB,N0.HOG0009053,5,Brain,0,1
TNFAIP2,N0.HOG0012303,5,Adrenal,0,1
BCL3,N0.HOG0007301,5,Adrenal,0,1
NRDE2,N0.HOG0012304,5,Heart,0,1
CRAT,N0.HOG0011724,5,Pituitary,0,1
FAM216A,N0.HOG0015610,5,Heart,0,-1
PKHD1L1,N0.HOG0007669,5,Adipose,0,1
TRAF4,N0.HOG0013521,5,Adipose,0,-1
C3orf70,N0.HOG0013576,5,Colon,0,1
ZNF566,N0.HOG0002219,4,Spleen,2,-1,ENSMUSG00000058447, ENSMUSG00000078768
PDZD8,N0.HOG0011521,5,Lung,0,1
PTCD2,N0.HOG0014684,5,Muscle,0,1
C14orf28,N0.HOG0010044,5,Pituitary,0,-1
TRMT1,N0.HOG0008712,5,Adipose,0,-1
WDR19,N0.HOG0012645,5,Pituitary,0,-1
COBL,N0.HOG0013714,5,Brain,0,1
POLG2,N0.HOG0010680,5,Spleen,0,-1
MILR1,N0.HOG0010714,5,Lung,0,-1
RASIP1,N0.HOG0008582,5,Spleen,0,1
ABHD3,N0.HOG0010579,5,Thyroid,0,-1
HDC,N0.HOG0006271,5,Adipose,0,1
DPM2,N0.HOG0009021,5,Muscle,0,-1
AKT3,N0.HOG0000736,5,Spleen,1,-1, ENSG00000275199
TGFB2,N0.HOG0014131,5,Brain,0,-1
ZNF358,N0.HOG0003081,5,Muscle,6,1,ENSG00000198723, ENSG00000267952,ENSMFAG00000001714, ENSMFAG00000042828,ENSMUSG00000040340,ENSRNOG00000000973
CPNE5,N0.HOG0000937,5,Pituitary,0,1
KBTBD8,N0.HOG0013059,5,Spleen,0,-1
EDNRB,N0.HOG0006963,5,Skin,0,-1
BATF2,N0.HOG0015257,5,Adrenal,0,1
MRPL50,N0.HOG0007675,5,Adipose,0,-1
SCN2A,N0.HOG0000174,5,Pituitary,0,-1
PIK3CD,N0.HOG0006521,5,Spleen,0,1
SLC22A23,N0.HOG0011408,5,Spleen,0,1
FAM214B,N0.HOG0009573,5,Spleen,0,1
SS18L2,N0.HOG0009366,5,Adipose,0,-1
ADGRL1,N0.HOG0005111,5,Heart,1,1, ENSG00000288324
PIK3C2B,N0.HOG0011127,5,Lung,0,1
SORCS1,N0.HOG0002005,5,Pituitary,0,1
FLT3LG,N0.HOG0003034,5,Adrenal,4,1,ENSMUSG00000089989, ENSMUSG00000110206,ENSRNOG00000020618, ENSRNOG00000056212
RPTOR,N0.HOG0012959,5,Thyroid,0,1
SECISBP2,N0.HOG0011632,5,Pituitary,0,-1
HCK,N0.HOG0001786,5,Thyroid,0,-1
QSOX2,N0.HOG0009575,5,Muscle,0,-1
UST,N0.HOG0011908,5,Adipose,0,1
TTC7B,N0.HOG0011838,5,Spleen,0,1
KCNK13,N0.HOG0012441,5,Lung,0,-1
DACT3,N0.HOG0010696,5,Pituitary,0,1
FAM213A,N0.HOG0004700,5,Pituitary,1,1, ENSMFAG00000043243
GPR180,N0.HOG0012453,5,Adrenal,0,-1
EBAG9,N0.HOG0007151,5,Spleen,0,-1
TRIM47,N0.HOG0013074,5,Spleen,0,1
CLDN1,N0.HOG0014016,5,Adipose,0,1
MREG,N0.HOG0011101,5,Spleen,0,-1
SERINC5,N0.HOG0015386,5,Liver,0,1
LRRTM2,N0.HOG0011150,5,Pituitary,0,-1
IRF2BP1,N0.HOG0009672,5,Adrenal,0,1
FAM210B,N0.HOG0005116,5,Muscle,1,1, ENSMFAG00000001096
NGFR,N0.HOG0008533,5,Adipose,0,-1
LURAP1,N0.HOG0015621,5,Heart,0,1
POMGNT1,N0.HOG0015609,5,Spleen,0,1
AASDH,N0.HOG0010035,5,Pituitary,0,-1
PHACTR2,N0.HOG0014076,5,Adipose,0,1
EDN3,N0.HOG0011033,5,Thyroid,0,1
HSPBP1,N0.HOG0015697,5,Adipose,0,-1
TMEFF2,N0.HOG0013169,5,Skin,0,-1
SLC37A2,N0.HOG0013919,5,Pituitary,0,1
POP7,N0.HOG0010956,5,Adipose,0,-1
SPG7,N0.HOG0009406,5,Adipose,0,1
TNNC1,N0.HOG0005695,5,Thyroid,0,1
WDR36,N0.HOG0013487,5,Pituitary,0,-1
SIL1,N0.HOG0011122,5,Liver,0,1
MMP14,N0.HOG0009365,5,Adrenal,0,1
CDK5RAP2,N0.HOG0007050,5,Pituitary,0,-1
ADAMTSL4,N0.HOG0015651,5,Adrenal,0,1
PSMC2,N0.HOG0010090,5,Adipose,0,-1
TKT,N0.HOG0000979,5,Pituitary,0,1
TMEM94,N0.HOG0012636,5,Pituitary,0,-1
TCF21,N0.HOG0010613,5,Pituitary,0,1
PEAR1,N0.HOG0008217,5,Skin,0,-1
USP24,N0.HOG0011309,5,Spleen,0,-1
PDP1,N0.HOG0006337,5,Lung,0,-1
UBR5,N0.HOG0012478,5,Lung,0,1
CCT4,N0.HOG0003343,5,Adrenal,1,-1, ENSCAFG00000048902
ZNF575,N0.HOG0011005,5,Brain,0,1
TAC1,N0.HOG0007562,5,Pituitary,0,1
AXIN2,N0.HOG0008452,5,Adrenal,0,1
ADCY5,N0.HOG0008208,5,Skin,0,-1
ARRB1,N0.HOG0001838,5,Spleen,0,1
CGN,N0.HOG0014128,5,Pituitary,0,1
RFNG,N0.HOG0009531,5,Spleen,0,1
RHOD,N0.HOG0015380,5,Skin,0,1
NOTUM,N0.HOG0009177,5,Thyroid,0,-1
DERL2,N0.HOG0001250,5,Heart,0,-1
PYCR1,N0.HOG0001495,5,Spleen,0,1
FCGRT,N0.HOG0011820,5,Pituitary,0,1
BAHCC1,N0.HOG0013914,5,Pituitary,0,1
NR3C1,N0.HOG0007897,5,Pituitary,0,1
LATS1,N0.HOG0004525,5,Pituitary,1,-1, ENSMUSG00000116422
LGALS8,N0.HOG0008722,5,Liver,0,1
DAAM1,N0.HOG0009209,5,Pituitary,0,-1
NDUFS7,N0.HOG0015168,5,Spleen,0,1
CSRP1,N0.HOG0008213,5,Pituitary,0,1
OSGEP,N0.HOG0015238,5,Muscle,0,1
PHOSPHO1,N0.HOG0008637,5,Colon,0,-1
H2AFX,N0.HOG0008996,5,Pituitary,0,1
COG7,N0.HOG0006496,5,Adipose,0,1
FOXP1,N0.HOG0005269,5,Skin,1,1, ENSG00000285708
DPF3,N0.HOG0009026,5,Pituitary,0,1
SNRNP35,N0.HOG0008222,5,Thyroid,1,-1,ENSCAFG00000007493
SFMBT1,N0.HOG0005791,5,Skin,0,1
TSR3,N0.HOG0011263,5,Muscle,0,1
PLEKHA4,N0.HOG0009356,5,Adrenal,0,1
EPHX4,N0.HOG0018251,4,Pituitary,0,-1
FASN,N0.HOG0009779,5,Muscle,0,-1
TBC1D2B,N0.HOG0004018,5,Pituitary,2,1,ENSMFAG00000002153, ENSMFAG00000031378
NOL11,N0.HOG0009774,5,Pituitary,0,-1
MYLK,N0.HOG0007985,5,Pituitary,0,1
PITPNC1,N0.HOG0009750,5,Brain,0,-1
VSTM4,N0.HOG0013712,5,Pituitary,0,1
ARHGEF2,N0.HOG0007648,5,Pituitary,0,1
ALG11,N0.HOG0010927,5,Heart,0,-1
PHLDB3,N0.HOG0010965,5,Pituitary,0,1
ATM,N0.HOG0011212,5,Thyroid,0,-1
CYP4B1,N0.HOG0016015,5,Pituitary,0,1
SAMD4A,N0.HOG0005950,5,Muscle,0,1
AREL1,N0.HOG0006497,5,Skin,0,1
ANGPT1,N0.HOG0008138,5,Pituitary,0,-1
POC1A,N0.HOG0016365,5,Adipose,0,-1
PPIP5K2,N0.HOG0001938,5,Lung,0,-1
MRPL24,N0.HOG0010339,5,Adipose,0,-1
CLDN11,N0.HOG0015641,5,Adrenal,0,1
BMPR1B,N0.HOG0005882,5,Thyroid,0,1
TCIRG1,N0.HOG0016338,5,Spleen,0,1
OAT,N0.HOG0007747,5,Adipose,0,1
PRPF4B,N0.HOG0011337,5,Pituitary,0,-1
RGS7,N0.HOG0006412,5,Adrenal,0,-1
IL1RL1,N0.HOG0009741,5,Skin,0,-1
TPP2,N0.HOG0006765,5,Muscle,0,1
RYR2,N0.HOG0000920,5,Pituitary,0,-1
ZMYM2,N0.HOG0009527,5,Liver,0,1
FAM98A,N0.HOG0008983,5,Pituitary,0,-1
DAB2IP,N0.HOG0006948,5,Muscle,0,-1
RBM14,N0.HOG0014724,5,Thyroid,0,-1
